probes,q_value
1554910_at,0.41509727983092765
1554930_a_at,0.41509727983092765
1556586_x_at,0.41509727983092765
1559315_s_at,0.41509727983092765
1564139_at,0.41509727983092765
202018_s_at,0.41509727983092765
203949_at,0.41509727983092765
204118_at,0.41509727983092765
204647_at,0.41509727983092765
204751_x_at,0.41509727983092765
205553_s_at,0.41509727983092765
207493_x_at,0.41509727983092765
207501_s_at,0.41509727983092765
207971_s_at,0.41509727983092765
209671_x_at,0.41509727983092765
211734_s_at,0.41509727983092765
212658_at,0.41509727983092765
213817_at,0.41509727983092765
214602_at,0.41509727983092765
214629_x_at,0.41509727983092765
214953_s_at,0.41509727983092765
218123_at,0.41509727983092765
219158_s_at,0.41509727983092765
219938_s_at,0.41509727983092765
220406_at,0.41509727983092765
221092_at,0.41509727983092765
221676_s_at,0.41509727983092765
223095_at,0.41509727983092765
223161_at,0.41509727983092765
223246_s_at,0.41509727983092765
224911_s_at,0.41509727983092765
225880_at,0.41509727983092765
227072_at,0.41509727983092765
235104_at,0.41509727983092765
235949_at,0.41509727983092765
236862_at,0.41509727983092765
239358_at,0.41509727983092765
243773_at,0.41509727983092765
1553118_at,0.4166791631123373
1553457_at,0.4166791631123373
1554239_s_at,0.4166791631123373
1554266_at,0.4166791631123373
1554329_x_at,0.4166791631123373
1557910_at,0.4166791631123373
1559420_x_at,0.4166791631123373
1568920_at,0.4166791631123373
201785_at,0.4166791631123373
202620_s_at,0.4166791631123373
202623_at,0.4166791631123373
203210_s_at,0.4166791631123373
206659_at,0.4166791631123373
206906_at,0.4166791631123373
207802_at,0.4166791631123373
210362_x_at,0.4166791631123373
210470_x_at,0.4166791631123373
211823_s_at,0.4166791631123373
211942_x_at,0.4166791631123373
211968_s_at,0.4166791631123373
212249_at,0.4166791631123373
213075_at,0.4166791631123373
215556_at,0.4166791631123373
216838_at,0.4166791631123373
216920_s_at,0.4166791631123373
217602_at,0.4166791631123373
217747_s_at,0.4166791631123373
219024_at,0.4166791631123373
219442_at,0.4166791631123373
219892_at,0.4166791631123373
221311_x_at,0.4166791631123373
221570_s_at,0.4166791631123373
223643_at,0.4166791631123373
224393_s_at,0.4166791631123373
226806_s_at,0.4166791631123373
231509_at,0.4166791631123373
231776_at,0.4166791631123373
232774_x_at,0.4166791631123373
233591_at,0.4166791631123373
237544_at,0.4166791631123373
238464_at,0.4166791631123373
244621_x_at,0.4166791631123373
1554894_a_at,0.4178125033096135
1555562_a_at,0.4178125033096135
1561507_at,0.4178125033096135
202207_at,0.4178125033096135
206114_at,0.4178125033096135
208487_at,0.4178125033096135
208797_s_at,0.4178125033096135
226636_at,0.4178125033096135
228907_at,0.4178125033096135
236465_at,0.4178125033096135
239895_at,0.4178125033096135
1564479_a_at,0.4181705512042618
203757_s_at,0.41828384367075666
204047_s_at,0.41828384367075666
207583_at,0.41828384367075666
212494_at,0.41828384367075666
218357_s_at,0.41828384367075666
1555929_s_at,0.4197438488996696
209813_x_at,0.4216328889654097
231310_at,0.42250152497737503
232513_x_at,0.42390058908686334
1555384_a_at,0.4263314630354913
203479_s_at,0.4263314630354913
222628_s_at,0.4283673121159722
220340_at,0.43040631922260086
210634_at,0.4310774414115014
219172_at,0.4310774414115014
240581_at,0.4310774414115014
228180_at,0.4372985703300398
1554660_a_at,0.44164218015470186
1555928_at,0.44164218015470186
205808_at,0.44164218015470186
205995_x_at,0.44164218015470186
209588_at,0.44164218015470186
209846_s_at,0.44164218015470186
211667_x_at,0.44164218015470186
213216_at,0.44164218015470186
215352_at,0.44164218015470186
218006_s_at,0.44164218015470186
224610_at,0.44164218015470186
224856_at,0.44164218015470186
233645_s_at,0.44164218015470186
236001_at,0.44164218015470186
237261_at,0.44164218015470186
241702_at,0.44164218015470186
243857_at,0.44164218015470186
1557227_s_at,0.44231325954122547
1562698_x_at,0.44231325954122547
206871_at,0.44231325954122547
207269_at,0.44231325954122547
215806_x_at,0.44231325954122547
217889_s_at,0.44231325954122547
220589_s_at,0.44231325954122547
221471_at,0.44231325954122547
224918_x_at,0.44231325954122547
230520_at,0.44231325954122547
239742_at,0.44231325954122547
1563524_a_at,0.44666547816585933
205018_s_at,0.4475788549236812
204039_at,0.44803834556074085
221523_s_at,0.44803834556074085
1555073_at,0.44872500153228567
201946_s_at,0.44872500153228567
209570_s_at,0.44872500153228567
209626_s_at,0.44872500153228567
211969_at,0.44872500153228567
217757_at,0.44872500153228567
218055_s_at,0.44872500153228567
227438_at,0.44872500153228567
236233_at,0.44872500153228567
242581_at,0.44872500153228567
216384_x_at,0.4490596991160306
220496_at,0.4490596991160306
227532_at,0.4490596991160306
242361_at,0.4490596991160306
243006_at,0.4490596991160306
201777_s_at,0.449227606180748
225253_s_at,0.45023574165453556
206190_at,0.45062849261707794
1554360_at,0.451206694987612
1560063_a_at,0.451206694987612
200093_s_at,0.451206694987612
202301_s_at,0.451206694987612
205708_s_at,0.451206694987612
209793_at,0.451206694987612
211937_at,0.451206694987612
213030_s_at,0.451206694987612
214900_at,0.451206694987612
216720_at,0.451206694987612
220336_s_at,0.451206694987612
222945_x_at,0.451206694987612
224285_at,0.451206694987612
228215_at,0.451206694987612
238135_at,0.451206694987612
238295_at,0.451206694987612
237880_at,0.45308735563794655
1554010_at,0.4535327693019007
240102_at,0.4535327693019007
1556385_at,0.45536549341746996
208090_s_at,0.45536549341746996
210972_x_at,0.45536549341746996
212852_s_at,0.45536549341746996
216540_at,0.45536549341746996
219553_at,0.45536549341746996
233799_at,0.45536549341746996
235409_at,0.45536549341746996
238098_at,0.45536549341746996
240163_at,0.45536549341746996
1556493_a_at,0.4584331224190505
1557067_s_at,0.4584331224190505
1557522_x_at,0.4584331224190505
1558630_at,0.4584331224190505
1558975_at,0.4584331224190505
1559481_at,0.4584331224190505
1565162_s_at,0.4584331224190505
1568871_at,0.4584331224190505
1570202_a_at,0.4584331224190505
202252_at,0.4584331224190505
202379_s_at,0.4584331224190505
202801_at,0.4584331224190505
203099_s_at,0.4584331224190505
203645_s_at,0.4584331224190505
206059_at,0.4584331224190505
206244_at,0.4584331224190505
206656_s_at,0.4584331224190505
207674_at,0.4584331224190505
208856_x_at,0.4584331224190505
210314_x_at,0.4584331224190505
210640_s_at,0.4584331224190505
211146_at,0.4584331224190505
213466_at,0.4584331224190505
217508_s_at,0.4584331224190505
218092_s_at,0.4584331224190505
218454_at,0.4584331224190505
218766_s_at,0.4584331224190505
220133_at,0.4584331224190505
221443_x_at,0.4584331224190505
221475_s_at,0.4584331224190505
222989_s_at,0.4584331224190505
223200_s_at,0.4584331224190505
223414_s_at,0.4584331224190505
224241_s_at,0.4584331224190505
224557_x_at,0.4584331224190505
225264_at,0.4584331224190505
225314_at,0.4584331224190505
225330_at,0.4584331224190505
226500_at,0.4584331224190505
226726_at,0.4584331224190505
227373_at,0.4584331224190505
228693_at,0.4584331224190505
229654_at,0.4584331224190505
229943_at,0.4584331224190505
230610_at,0.4584331224190505
231736_x_at,0.4584331224190505
232890_at,0.4584331224190505
233489_at,0.4584331224190505
235511_at,0.4584331224190505
236106_at,0.4584331224190505
236728_at,0.4584331224190505
237441_at,0.4584331224190505
238873_at,0.4584331224190505
238940_at,0.4584331224190505
241093_at,0.4584331224190505
243058_at,0.4584331224190505
1564232_at,0.45868308669344543
201736_s_at,0.45868308669344543
219255_x_at,0.45868308669344543
221326_s_at,0.45868308669344543
239091_at,0.45868308669344543
223526_at,0.45923186729008636
230013_s_at,0.46003369013699774
209500_x_at,0.46160667984358794
213593_s_at,0.4622476434278805
212225_at,0.462705153488079
1554288_at,0.4633684087651553
228345_at,0.4633684087651553
211513_s_at,0.46504161325349114
211972_x_at,0.46504161325349114
219013_at,0.46504161325349114
222128_at,0.46504161325349114
224891_at,0.46504161325349114
225959_s_at,0.46504161325349114
227172_at,0.46504161325349114
231579_s_at,0.46504161325349114
234927_s_at,0.46504161325349114
242292_at,0.466170172930653
226557_at,0.4683896313816608
238346_s_at,0.4683896313816608
240251_at,0.4683896313816608
50314_i_at,0.46925666242895103
1552875_a_at,0.4692845162586553
1555962_at,0.4692845162586553
1557038_s_at,0.4692845162586553
1561017_at,0.4692845162586553
1562306_at,0.4692845162586553
201033_x_at,0.4692845162586553
201482_at,0.4692845162586553
201887_at,0.4692845162586553
202199_s_at,0.4692845162586553
202360_at,0.4692845162586553
202800_at,0.4692845162586553
203217_s_at,0.4692845162586553
203753_at,0.4692845162586553
204560_at,0.4692845162586553
205314_x_at,0.4692845162586553
205987_at,0.4692845162586553
206019_at,0.4692845162586553
206429_at,0.4692845162586553
208719_s_at,0.4692845162586553
209963_s_at,0.4692845162586553
210933_s_at,0.4692845162586553
210998_s_at,0.4692845162586553
212604_at,0.4692845162586553
212747_at,0.4692845162586553
215135_at,0.4692845162586553
216956_s_at,0.4692845162586553
220137_at,0.4692845162586553
220754_at,0.4692845162586553
223143_s_at,0.4692845162586553
224560_at,0.4692845162586553
224674_at,0.4692845162586553
225943_at,0.4692845162586553
226820_at,0.4692845162586553
227245_at,0.4692845162586553
230725_at,0.4692845162586553
231357_at,0.4692845162586553
231662_at,0.4692845162586553
232070_at,0.4692845162586553
235169_at,0.4692845162586553
235281_x_at,0.4692845162586553
235953_at,0.4692845162586553
238699_s_at,0.4692845162586553
239201_at,0.4692845162586553
241543_at,0.4692845162586553
242052_at,0.4692845162586553
242346_x_at,0.4692845162586553
243869_at,0.4692845162586553
201947_s_at,0.4695710871965652
205033_s_at,0.4695710871965652
216500_at,0.4695710871965652
238910_at,0.4695710871965652
207000_s_at,0.470060444263575
236935_at,0.470195653231047
242028_at,0.4703919540591072
202070_s_at,0.47103166407162306
209459_s_at,0.47103166407162306
219751_at,0.47103166407162306
200099_s_at,0.47163896680284034
237181_at,0.474745458491689
212391_x_at,0.4750937116847475
224799_at,0.47561580642721885
207213_s_at,0.4771507908319473
211144_x_at,0.4771507908319473
1552625_a_at,0.47739768834006086
1559425_at,0.47739768834006086
1562442_a_at,0.47739768834006086
200082_s_at,0.47739768834006086
200842_s_at,0.47739768834006086
201751_at,0.47739768834006086
209670_at,0.47739768834006086
217603_at,0.47739768834006086
226475_at,0.47739768834006086
243810_at,0.47739768834006086
1566656_a_at,0.4781327289911415
230892_at,0.4781327289911415
243162_at,0.4781327289911415
200716_x_at,0.4788868184657193
205758_at,0.4788868184657193
220885_s_at,0.4788868184657193
237397_at,0.4788868184657193
1566463_at,0.4812692119140537
226364_at,0.4812692119140537
229347_at,0.4812692119140537
240361_at,0.4812692119140537
1559587_at,0.48129483809494517
1570425_s_at,0.48129483809494517
202565_s_at,0.48129483809494517
204697_s_at,0.48129483809494517
220284_at,0.48129483809494517
228565_at,0.48129483809494517
233935_at,0.48129483809494517
237540_at,0.48129483809494517
1560621_at,0.4814012574003584
205403_at,0.4814012574003584
206494_s_at,0.4814012574003584
210714_at,0.4814012574003584
213497_at,0.4814012574003584
213931_at,0.4814012574003584
214465_at,0.4814012574003584
238583_at,0.4814012574003584
239854_at,0.48144521257477935
1555846_a_at,0.4822721244882718
1563245_at,0.4822721244882718
1566285_at,0.4822721244882718
1569009_s_at,0.4822721244882718
200998_s_at,0.4822721244882718
201258_at,0.4822721244882718
201917_s_at,0.4822721244882718
202701_at,0.4822721244882718
202838_at,0.4822721244882718
205346_at,0.4822721244882718
205367_at,0.4822721244882718
206155_at,0.4822721244882718
208130_s_at,0.4822721244882718
208501_at,0.4822721244882718
209616_s_at,0.4822721244882718
210586_x_at,0.4822721244882718
212202_s_at,0.4822721244882718
212790_x_at,0.4822721244882718
213355_at,0.4822721244882718
215879_at,0.4822721244882718
215905_s_at,0.4822721244882718
218250_s_at,0.4822721244882718
219890_at,0.4822721244882718
220257_x_at,0.4822721244882718
221485_at,0.4822721244882718
223311_s_at,0.4822721244882718
224132_at,0.4822721244882718
224229_s_at,0.4822721244882718
226342_at,0.4822721244882718
227374_at,0.4822721244882718
227891_s_at,0.4822721244882718
228920_at,0.4822721244882718
236293_at,0.4822721244882718
237374_at,0.4822721244882718
238677_at,0.4822721244882718
240187_at,0.4822721244882718
244047_at,0.48468064473360123
219859_at,0.4848894268506327
222642_s_at,0.4848894268506327
224762_at,0.48591901234687074
236172_at,0.48591901234687074
238597_at,0.48591901234687074
236408_at,0.4896538043825447
215049_x_at,0.49189570767457613
1562764_at,0.49342315042567547
201203_s_at,0.49342315042567547
204097_s_at,0.49342315042567547
206259_at,0.49342315042567547
210896_s_at,0.49342315042567547
211209_x_at,0.49342315042567547
211412_at,0.49342315042567547
217648_at,0.49342315042567547
220930_s_at,0.49342315042567547
230097_at,0.49342315042567547
242785_at,0.49342315042567547
243151_at,0.49342315042567547
222894_x_at,0.4941545537678077
1557065_at,0.4943605776262236
210837_s_at,0.4943605776262236
222208_s_at,0.4943605776262236
237638_at,0.4943605776262236
238480_at,0.4943605776262236
212247_at,0.49539910786105423
37986_at,0.49539910786105423
230695_s_at,0.49676805437679433
240843_at,0.4984126060992778
1561607_at,0.49892470199254774
230724_s_at,0.49892470199254774
216519_s_at,0.502905683354747
204630_s_at,0.5047195243318533
206254_at,0.5047195243318533
208948_s_at,0.5047195243318533
215163_at,0.5047195243318533
217958_at,0.5047195243318533
223660_at,0.5047195243318533
224517_at,0.5047195243318533
231821_x_at,0.5047195243318533
233401_at,0.5047195243318533
235736_at,0.5047195243318533
238602_at,0.5047195243318533
244601_at,0.5047195243318533
229696_at,0.5049630837850065
219410_at,0.5056278796296708
1568815_a_at,0.5066143355615284
210709_at,0.5066143355615284
204614_at,0.5069666089307564
216317_x_at,0.5069666089307564
1552497_a_at,0.5072941313964214
1555595_at,0.5072941313964214
1558795_at,0.5072941313964214
1566445_at,0.5072941313964214
1566835_at,0.5072941313964214
219930_at,0.5072941313964214
222626_at,0.5072941313964214
242397_at,0.5072941313964214
242429_at,0.5072941313964214
1568377_x_at,0.5076844245546582
201108_s_at,0.5092852173581265
222762_x_at,0.5092852173581265
237158_s_at,0.5092852173581265
238807_at,0.5100128119960446
32541_at,0.5105449424788585
1557745_at,0.5108128638148852
1560861_at,0.5108128638148852
205819_at,0.5108128638148852
234142_at,0.5108128638148852
1559239_s_at,0.5108193203366104
1566505_at,0.5108193203366104
203006_at,0.5108193203366104
204677_at,0.5108193203366104
204772_s_at,0.5108193203366104
208549_x_at,0.5108193203366104
210430_x_at,0.5108193203366104
211720_x_at,0.5108193203366104
212894_at,0.5108193203366104
212993_at,0.5108193203366104
213583_x_at,0.5108193203366104
216119_s_at,0.5108193203366104
219167_at,0.5108193203366104
222817_at,0.5108193203366104
226169_at,0.5108193203366104
226318_at,0.5108193203366104
227554_at,0.5108193203366104
231128_at,0.5108193203366104
232480_at,0.5108193203366104
237600_at,0.5108193203366104
240862_at,0.5108193203366104
241849_at,0.5108193203366104
209378_s_at,0.5120245613039283
210537_s_at,0.5120245613039283
211921_x_at,0.5120245613039283
213201_s_at,0.5120245613039283
217650_x_at,0.5120245613039283
219686_at,0.5120245613039283
234849_at,0.5120245613039283
244699_at,0.5120245613039283
1559109_a_at,0.5121693402531867
1563601_at,0.5121693402531867
1570542_a_at,0.5121693402531867
207808_s_at,0.5121693402531867
209135_at,0.5121693402531867
212607_at,0.5121693402531867
221780_s_at,0.5121693402531867
228015_s_at,0.5121693402531867
228643_at,0.5121693402531867
231689_at,0.5121693402531867
232851_at,0.5121693402531867
234893_s_at,0.5121693402531867
237035_at,0.5121693402531867
237299_at,0.5121693402531867
238055_at,0.5121693402531867
238158_at,0.5121693402531867
240326_at,0.5121693402531867
204067_at,0.5127151317441144
209725_at,0.5127151317441144
211028_s_at,0.5137155328773503
1556322_a_at,0.515442318673688
205790_at,0.515442318673688
215848_at,0.515442318673688
216684_s_at,0.515442318673688
218850_s_at,0.515442318673688
225866_at,0.515442318673688
227140_at,0.515442318673688
228485_s_at,0.515442318673688
231672_at,0.515442318673688
232732_at,0.515442318673688
233748_x_at,0.515442318673688
235282_at,0.515442318673688
243920_x_at,0.515442318673688
1554273_a_at,0.5157949036766651
1553952_at,0.5160150290222405
1556952_at,0.5160150290222405
1557248_at,0.5160150290222405
202906_s_at,0.5160150290222405
209151_x_at,0.5160150290222405
210646_x_at,0.5160150290222405
211307_s_at,0.5160150290222405
212816_s_at,0.5160150290222405
213048_s_at,0.5160150290222405
221359_at,0.5160150290222405
222368_at,0.5160150290222405
223392_s_at,0.5160150290222405
226102_at,0.5160150290222405
1552622_s_at,0.5160756015495509
1558796_a_at,0.5160756015495509
222844_s_at,0.5160756015495509
1554149_at,0.5166064756791467
1555931_at,0.5166064756791467
1557399_at,0.5166064756791467
200766_at,0.5166064756791467
201559_s_at,0.5166064756791467
205003_at,0.5166064756791467
205640_at,0.5166064756791467
207408_at,0.5166064756791467
208636_at,0.5166064756791467
209127_s_at,0.5166064756791467
213286_at,0.5166064756791467
214798_at,0.5166064756791467
219159_s_at,0.5166064756791467
220243_at,0.5166064756791467
221432_s_at,0.5166064756791467
224950_at,0.5166064756791467
225347_at,0.5166064756791467
226234_at,0.5166064756791467
227194_at,0.5166064756791467
228544_s_at,0.5166064756791467
229703_at,0.5166064756791467
230171_at,0.5166064756791467
235659_at,0.5166064756791467
238186_at,0.5166064756791467
238491_at,0.5166064756791467
241625_at,0.5166064756791467
242550_at,0.5166064756791467
243224_at,0.5166064756791467
223435_s_at,0.5169977397286463
200680_x_at,0.5183134188827778
203936_s_at,0.5183134188827778
212169_at,0.5183134188827778
212332_at,0.5183134188827778
221802_s_at,0.5183134188827778
229346_at,0.5183134188827778
240095_at,0.5183134188827778
243813_at,0.5183134188827778
213200_at,0.5186907242777317
218140_x_at,0.5186907242777317
218349_s_at,0.5186907242777317
218665_at,0.5186907242777317
219975_x_at,0.5186907242777317
222139_at,0.5186907242777317
224060_s_at,0.5186907242777317
225282_at,0.5186907242777317
227875_at,0.5186907242777317
229260_at,0.5186907242777317
210244_at,0.5194511237281839
225856_at,0.5194511237281839
235927_at,0.5194511237281839
1559419_at,0.5207092542577914
200013_at,0.5207092542577914
209992_at,0.5207092542577914
210116_at,0.5207092542577914
222058_at,0.5207092542577914
233158_at,0.5207092542577914
224196_x_at,0.5212421313198078
224347_x_at,0.5212421313198078
213198_at,0.5215351955165708
232273_at,0.5216734073646982
225869_s_at,0.521697520985526
201382_at,0.5227746258627919
1557724_a_at,0.5266088210568504
201094_at,0.5266088210568504
202607_at,0.5266088210568504
202856_s_at,0.5266088210568504
205479_s_at,0.5266088210568504
208545_x_at,0.5266088210568504
211930_at,0.5266088210568504
214122_at,0.5266088210568504
221722_x_at,0.5266088210568504
223661_at,0.5266088210568504
235388_at,0.5266088210568504
208663_s_at,0.5279098639374016
213522_s_at,0.5279098639374016
204268_at,0.5293170054379032
213903_s_at,0.5293170054379032
214987_at,0.529500278725665
242094_at,0.529500278725665
202106_at,0.5304819723103235
239401_at,0.5304819723103235
242873_at,0.5308128743742647
1556333_at,0.5314720172684986
1558078_at,0.5314720172684986
1563474_at,0.5314720172684986
206934_at,0.5314720172684986
207384_at,0.5314720172684986
211121_s_at,0.5314720172684986
211181_x_at,0.5314720172684986
215275_at,0.5314720172684986
221204_s_at,0.5314720172684986
222092_at,0.5314720172684986
224963_at,0.5314720172684986
227835_at,0.5314720172684986
228012_at,0.5314720172684986
230375_at,0.5314720172684986
232521_at,0.5314720172684986
233137_at,0.5314720172684986
235014_at,0.5314720172684986
243366_s_at,0.5314720172684986
244075_at,0.5314720172684986
204912_at,0.532316812342194
243955_at,0.532316812342194
208860_s_at,0.5337417680898788
1554159_a_at,0.5341330927451663
206497_at,0.5341330927451663
206523_at,0.5341330927451663
235352_at,0.5341330927451663
205170_at,0.5359719983104679
33148_at,0.5363558242453739
201257_x_at,0.5372799611057302
238471_at,0.5373507784170377
220240_s_at,0.5394793000277722
242037_at,0.5394793000277722
1554432_x_at,0.5399753443119821
211252_x_at,0.5399753443119821
242281_at,0.5399753443119821
240312_at,0.5401064961887423
243348_at,0.5401064961887423
1564356_at,0.5402236969399324
204064_at,0.5402236969399324
206100_at,0.5402236969399324
207721_x_at,0.5402236969399324
212741_at,0.5402236969399324
212879_x_at,0.5402236969399324
213799_s_at,0.5402236969399324
215124_at,0.5402236969399324
217129_at,0.5402236969399324
218273_s_at,0.5402236969399324
222291_at,0.5402236969399324
222457_s_at,0.5402236969399324
222588_s_at,0.5402236969399324
226417_at,0.5402236969399324
226526_s_at,0.5402236969399324
229126_at,0.5402236969399324
229374_at,0.5402236969399324
236907_at,0.5402236969399324
239301_at,0.5402236969399324
241551_at,0.5402236969399324
241709_s_at,0.5402236969399324
201125_s_at,0.5415855250903039
237179_at,0.5415855250903039
209929_s_at,0.5416734128528434
211902_x_at,0.5437696308668916
1554080_at,0.5440706250368598
1558154_at,0.5440706250368598
206017_at,0.5440706250368598
220035_at,0.5440706250368598
221906_at,0.5440706250368598
223049_at,0.544104146281911
236310_at,0.544104146281911
1554181_at,0.5447514207706737
1556670_at,0.545001458212584
1566134_at,0.545001458212584
1566447_at,0.545001458212584
1568770_at,0.545001458212584
1570411_at,0.545001458212584
202206_at,0.545001458212584
202397_at,0.545001458212584
204293_at,0.545001458212584
205127_at,0.545001458212584
205345_at,0.545001458212584
